,step,id,temperature,humidity
0,1,1,23.86570704731469,69.97998541095659
1,1,2,26.169046658363772,69.97881211881136
2,1,3,24.485976094593045,69.96760620986089
3,1,4,24.319791538039336,69.94124624789767
4,1,5,25.178661919079865,69.95536244783747
5,1,6,23.438475770389022,69.96668131037417
6,1,7,23.630149776952607,69.96659797290427
7,1,8,24.99002042490125,69.96418407115364
8,1,9,26.67387089485605,69.94476428962349
9,1,10,24.942728772028097,69.96546941511686
10,1,11,25.67890126568568,69.95925321180528
11,1,12,26.5218464996813,69.97043572100357
12,1,13,24.193416782938243,69.94686687584439
13,1,14,25.58642063517752,69.95396826625483
14,1,15,25.479802764355043,69.94449956524764
15,1,16,26.466057072597433,69.94361229327339
16,1,17,26.298540586174564,69.96284516287879
17,1,18,25.642713269467105,69.99956348958898
18,1,19,24.24117879273685,69.9658956810426
19,1,20,25.895652460879717,69.95933510406259
20,1,21,24.72529310374092,69.95541669366851
21,1,22,23.93413147884148,69.95383592702062
22,1,23,23.913918632095147,69.94763146725771
23,1,24,24.165217091174608,69.95297686917046
24,1,25,24.987159341598815,69.93871073410251
25,2,1,24.576065885581997,69.96790198560757
26,2,2,23.316344699666203,69.95939086081319
27,2,3,23.19794892573858,69.95734443679409
28,2,4,25.794314027539585,69.9590363993781
29,2,5,25.293981167109454,69.96579383687641
30,2,6,23.263666035157655,69.94584213673937
31,2,7,25.29769870398429,69.97115464052803
32,2,8,25.978580362030005,69.96135806455706
33,2,9,25.23594975410234,69.95146947602335
34,2,10,24.32190755931664,69.94761034956592
35,2,11,26.162519880882247,69.9773705697933
36,2,12,25.316052207523647,69.97628043118698
37,2,13,25.675622555824127,69.95772754566836
38,2,14,24.5135782652508,69.94733124971009
39,2,15,24.070877070433454,69.9472100315121
40,2,16,26.250160133665368,69.97523588743344
41,2,17,25.63442796001214,69.9552951204073
42,2,18,25.453674832179768,69.93736899008009
43,2,19,25.345684560260764,69.96189860247357
44,2,20,25.859202287931474,69.96332627413243
45,2,21,25.09895880430059,69.94950574728459
46,2,22,24.93358623370248,69.96403253907715
47,2,23,24.22870943129102,69.98289019131781
48,2,24,24.320558014050054,69.93717925942299
49,2,25,24.697811774450308,69.95680320852672
50,3,1,27.64709500668529,69.98042789625728
51,3,2,25.78524906569072,69.96802853718934
52,3,3,25.802284095655633,69.96894717062594
53,3,4,23.318609774785322,69.97390629387864
54,3,5,25.47217071799122,69.96769772066769
55,3,6,24.217182073806327,69.95628678553818
56,3,7,25.02787467176296,69.94104758322943
57,3,8,24.720973410309117,69.95411282573656
58,3,9,24.622808402401503,69.96388411663415
59,3,10,25.291407094480597,69.957408071865
60,3,11,24.447378618121217,69.94706043409583
61,3,12,24.82488239986266,69.95800104811953
62,3,13,22.965536318266963,69.96494525702605
63,3,14,24.08671478697513,69.98057762159931
64,3,15,25.391561447122314,69.94854955003734
65,3,16,24.87062789702374,69.98031208552709
66,3,17,25.44211487780746,69.95824034073873
67,3,18,26.83688393165326,69.95124658379775
68,3,19,24.24385595828561,69.96802642763649
69,3,20,25.261522218759367,69.96382679226474
70,3,21,24.185706990272685,69.95454966461828
71,3,22,24.955377455442004,69.95555317977957
72,3,23,24.3733776239793,69.93932201687464
73,3,24,23.663720042528155,69.95252177692417
74,3,25,23.96080026650355,69.94348319347019
75,4,1,25.179604586292097,69.96381736689895
76,4,2,25.680432660809302,69.96521576855271
77,4,3,24.463466105308576,69.94739166171301
78,4,4,25.2792407587878,69.98344302574478
79,4,5,25.41186144056791,69.95030677926671
80,4,6,24.8924405365441,69.95286881646783
81,4,7,24.015856338318315,69.97030697564357
82,4,8,24.381065306421256,69.94854240795414
83,4,9,25.55044230879644,69.95684686541678
84,4,10,26.98037114923789,69.95823884924383
85,4,11,24.92165958713907,69.96474522257576
86,4,12,24.564653764258328,69.96571811276952
87,4,13,23.72764333245145,69.97111392848788
88,4,14,25.913842690222594,69.94678175330286
89,4,15,24.74020784423036,69.96267597312291
90,4,16,24.61494119938188,69.96000414251243
91,4,17,23.1303242457636,69.9514169791285
92,4,18,25.954801399339907,69.95985252948674
93,4,19,25.583778998276287,69.94627229139182
94,4,20,23.76573700125123,69.96255131585723
95,4,21,24.554586608558413,69.97402234577463
96,4,22,26.07850376294852,69.96215074862914
97,4,23,26.28929095053212,69.96737428009116
98,4,24,25.433029513735715,69.95799371473215
99,4,25,25.000969634846783,69.97224061288192
100,5,1,25.90382592596994,69.97416128702056
