,step,id,temperature,humidity
0,1,1,24.197713794230268,69.8127614215529
1,1,2,25.33391440096981,69.76355113448656
2,1,3,26.1763346866932,69.69119378844061
3,1,4,25.7267022818132,69.66857582469656
4,1,5,25.727214567528417,69.71198712166742
5,1,6,25.169385776768827,69.77371916565761
6,1,7,25.754544912492808,69.69156829725992
7,1,8,26.725372613143254,69.52152132233746
8,1,9,27.348159131992823,69.42027126743392
9,1,10,26.21142371800986,69.56529491992413
10,1,11,27.44944648075051,69.7589740031551
11,1,12,25.368550969817967,69.63074503115962
12,1,13,26.02808520821091,69.19776881660633
13,1,14,50.23179271376907,66.93552191738864
14,1,15,26.559568547601426,69.39048574854887
15,1,16,25.755409211308386,69.76292344062311
16,1,17,25.116524171646226,69.67215232652504
17,1,18,25.561863704009422,69.40139609679096
18,1,19,26.426693803205893,69.13097713159706
19,1,20,27.036239141279424,69.48225308278353
20,1,21,24.94933690347071,69.78466872493416
21,1,22,24.79038459476113,69.728087229541
22,1,23,25.33559521416338,69.65218566553865
23,1,24,25.796111944097518,69.61378471987781
24,1,25,24.859621134100358,69.66890830052404
25,2,1,25.1126317045653,69.80224052028437
26,2,2,25.98590263079916,69.74639488155503
27,2,3,25.57680088613576,69.71661172921404
28,2,4,25.35463313547247,69.69304603757615
29,2,5,25.234027895453597,69.72473566300285
30,2,6,24.602581332958458,69.7789437316685
31,2,7,26.24577415563988,69.69148202200178
32,2,8,26.833741343271253,69.54138230638614
33,2,9,25.551196313541592,69.45086539081056
34,2,10,25.669078918213874,69.57058450006498
35,2,11,25.86217191855623,69.74784079039867
36,2,12,26.435559295275674,69.60580120969136
37,2,13,27.320361603188086,69.16163696810622
38,2,14,42.403252848840815,67.45048099364675
39,2,15,26.523443963778508,69.37493667904322
40,2,16,26.749588147800843,69.73960922278013
41,2,17,26.115645707946015,69.63235381245195
42,2,18,25.523886872783674,69.38002043696561
43,2,19,28.80987750615967,69.0847058995295
44,2,20,25.494550110100292,69.45538980255573
45,2,21,25.96761455565836,69.78211451280117
46,2,22,25.919145126292186,69.71555162053097
47,2,23,26.95490806811054,69.6306629073922
48,2,24,26.710253986002552,69.60851495659959
49,2,25,26.125582292593748,69.65729051168249
50,3,1,25.69776264043611,69.79044764291802
51,3,2,27.165724444117036,69.73619966698331
52,3,3,26.576912551902186,69.70182558365136
53,3,4,25.804910599763932,69.67079608441554
54,3,5,27.127606398437933,69.72009489014256
55,3,6,25.691011313323994,69.76507675969133
56,3,7,28.162277048169933,69.66328548833785
57,3,8,26.585422992155326,69.48844405350175
58,3,9,26.381143988943656,69.4205640037563
59,3,10,25.757292377142473,69.56274909512192
60,3,11,25.80069577447743,69.74452019859272
61,3,12,26.377584804738685,69.59103636669624
62,3,13,28.2681101692582,69.09769096921261
63,3,14,38.841842589983685,67.62771103262916
64,3,15,26.295986829180887,69.37305564220969
65,3,16,25.50784206457167,69.74343533576132
66,3,17,26.397713648344567,69.62494172294772
67,3,18,28.144597317558087,69.35431577833299
68,3,19,28.100204263634833,69.0285881812262
69,3,20,25.554808862115006,69.47052376331116
70,3,21,26.80007890878731,69.77127574157099
71,3,22,25.938847256182562,69.72161244949959
72,3,23,26.108939950445414,69.60971596360622
73,3,24,27.610476215913916,69.58822600416786
74,3,25,27.222608629773028,69.65331563591796
75,4,1,26.049424374898447,69.78962315260516
76,4,2,27.272355071915786,69.7493017388456
77,4,3,25.901852835439062,69.69586056302514
78,4,4,26.14938618881473,69.67563394152099
79,4,5,25.607323752256914,69.72191948080375
80,4,6,26.158504723356067,69.75882936150221
81,4,7,27.218432331757125,69.65623883767465
82,4,8,27.088247145163667,69.48208618349547
