,step,id,temperature,humidity
0,1,1,26.215927300201326,69.85355679155215
1,1,2,24.9740467038397,69.8135020740044
2,1,3,25.81060288967705,69.77071845999068
3,1,4,25.30129327896576,69.72945331465677
4,1,5,26.799150011378984,69.72322857372738
5,1,6,25.526988025835404,69.83111254884066
6,1,7,23.568392109426053,69.77823329251648
7,1,8,23.954095152625104,69.70699568868103
8,1,9,25.279004802967084,69.60266672422873
9,1,10,24.78126293555396,69.52807595281358
10,1,11,27.752143552814527,69.8144967311232
11,1,12,25.594307807698588,69.76269594860428
12,1,13,24.98816374452989,69.64690767548768
13,1,14,28.29037864829863,69.29388309800278
14,1,15,28.720809948777152,68.64816743994282
15,1,16,27.023269010875,69.79802463551913
16,1,17,25.101235737755932,69.76068927781493
17,1,18,24.53830957700518,69.61621992189413
18,1,19,24.90097802407471,69.28311198899216
19,1,20,29.80359646980606,68.65988075014931
20,1,21,26.81361441057606,69.83784057132638
21,1,22,23.73824707642905,69.77772294404491
22,1,23,26.071580546879584,69.71217779383566
23,1,24,25.340701100034487,69.5847041269406
24,1,25,24.914972725639608,69.54319048948429
25,2,1,24.657434653858694,69.84681662948145
26,2,2,25.249557837403724,69.8232633372514
27,2,3,23.7788573674403,69.78581409728649
28,2,4,24.61826232963478,69.74877228170163
29,2,5,25.134607702864617,69.73378596773453
30,2,6,25.97995156121968,69.82965597781106
31,2,7,25.37041534723728,69.78324879554532
32,2,8,25.016461505040606,69.71704084375209
33,2,9,27.54236807277273,69.613593475338
34,2,10,26.31494579454883,69.54037410452722
35,2,11,25.519564588441185,69.8294625704771
36,2,12,24.460856840710093,69.75120460621159
37,2,13,26.145009505531927,69.63255752821865
38,2,14,26.149693556383436,69.34272351533679
39,2,15,29.966174405699753,68.76026395817541
40,2,16,24.82179893576838,69.82509356358355
41,2,17,26.045388629243373,69.76701395165745
42,2,18,24.1802478626065,69.64949218494056
43,2,19,26.073566929164485,69.30738705995198
44,2,20,32.00858898602756,68.50354188877792
45,2,21,26.17949230096048,69.82647314318129
46,2,22,26.819519677898423,69.7915370117442
47,2,23,25.139305483774987,69.71001263814917
48,2,24,26.835728670838527,69.57330559285829
49,2,25,27.5293506340521,69.5027649245249
50,3,1,24.829653001775533,69.85601345014364
51,3,2,25.585672379641345,69.80936650487102
52,3,3,26.591009768345284,69.7704099526007
53,3,4,23.920190912717924,69.75308045149752
54,3,5,25.583842885789323,69.74500541676065
55,3,6,24.41148203401636,69.83225549944173
56,3,7,25.536875483091915,69.7872485178617
57,3,8,25.358594706091317,69.72492651455933
58,3,9,23.531844614629186,69.62374098130711
59,3,10,27.39310894402621,69.57784790860339
60,3,11,26.618164423264215,69.80758423338796
61,3,12,26.324683742657992,69.77933905888922
62,3,13,23.181184793819707,69.67223366991645
63,3,14,26.858083766326796,69.38829162888446
64,3,15,28.8845936534476,68.82651390568412
65,3,16,23.840922873242324,69.82058250207814
66,3,17,26.529672023025288,69.77683570507945
67,3,18,26.161282008420937,69.66399849185525
68,3,19,27.156247862063754,69.31972077277425
69,3,20,31.493439453733266,68.29686658900715
70,3,21,25.823509658227664,69.82746426232376
71,3,22,26.225332605724553,69.77620225907583
72,3,23,24.168919647379756,69.68991639429906
73,3,24,26.093304753107667,69.58934401931191
74,3,25,27.442829626619492,69.48656141694259
75,4,1,26.207915220778503,69.83703267027101
76,4,2,25.761460826637318,69.81849417429605
77,4,3,24.46989431494262,69.77459340218051
78,4,4,25.227202863619596,69.76183971864579
79,4,5,25.838263369132687,69.7306745669153
80,4,6,26.136432954199652,69.82846690266534
81,4,7,26.230650161775305,69.79574992409907
82,4,8,25.965669216472783,69.7188918662289
83,4,9,26.267783822307074,69.62602283618942
84,4,10,24.570449122299614,69.58276013090362
85,4,11,25.93637905309328,69.81569757746703
86,4,12,24.861082971946683,69.77988377196559
87,4,13,26.084399628694545,69.64551407973423
88,4,14,25.717298478294577,69.38807420384937
89,4,15,29.448951797511704,68.86723744100834
90,4,16,25.930527022673605,69.83515695219367
91,4,17,25.10714995486993,69.76909824793022
92,4,18,26.29086368414027,69.65143520541501
93,4,19,28.295406455279547,69.33727346820065
94,4,20,34.14373619171217,68.02975026711549
95,4,21,25.965764130884228,69.83527044031689
96,4,22,26.920840006455503,69.78612834283624
97,4,23,25.34435949831279,69.68853711122811
98,4,24,26.71317784891419,69.55627239957434
99,4,25,25.642731356046497,69.48229171005104
100,5,1,25.425979864146083,69.8344745460689
101,5,2,26.097335606453182,69.82511431792874
102,5,3,26.50379038560001,69.78236807267629
103,5,4,26.557059368233535,69.72224103954142
104,5,5,27.183099684664796,69.71062814983992
105,5,6,26.697750144713886,69.82129514762899
106,5,7,24.662817692409988,69.78854349284082
107,5,8,26.368063954654584,69.70632175470882
108,5,9,25.638650590777697,69.63200688724439
109,5,10,27.632429548204072,69.56102058415401
110,5,11,26.879157142730794,69.80885702644616
111,5,12,27.49999044821397,69.7723306858507
112,5,13,26.198150183166742,69.66982730362776
113,5,14,27.643074380323313,69.39243749981851
114,5,15,28.344262978114706,68.74421846895373
115,5,16,27.164407826612724,69.80946607086557
116,5,17,26.407269000874233,69.76596833103095
117,5,18,26.392100860380676,69.63974358137104
118,5,19,27.39587584335472,69.30692112592962
119,5,20,39.76263738031167,67.70252465260315
120,5,21,26.59387912525582,69.81276642019675
121,5,22,24.829134368568777,69.77636087382702
122,5,23,25.752491317647397,69.69511732164655
123,5,24,25.67680859644766,69.55842557183712
124,5,25,25.80357910643553,69.44779454511158
125,6,1,26.752558613860145,69.83731203482455
126,6,2,26.513408623159485,69.80834758213952
127,6,3,27.421091380558792,69.77142360409839
128,6,4,25.710110031544744,69.7300996756052
129,6,5,26.447904648435664,69.71303649288045
130,6,6,25.86556814370521,69.81767841813753
131,6,7,27.552416899109687,69.78504588791527
132,6,8,25.72153381451701,69.71701201836049
133,6,9,25.558697385674474,69.61562120351532
134,6,10,26.14616857591865,69.51774269686439
135,6,11,25.298988915396464,69.82041636920869
136,6,12,25.30252457305636,69.76254636798816
137,6,13,25.90666071841253,69.66220820225988
138,6,14,27.97610907880842,69.35603669491707
139,6,15,31.724065806106683,68.62011759473307
140,6,16,27.160511622157202,69.81578395308446
141,6,17,25.956105685862383,69.7496399437317
142,6,18,27.31742312176769,69.6381672816104
143,6,19,27.272954521418743,69.27595688610673
144,6,20,43.82541181016584,67.29949195957253
145,6,21,27.11183812187024,69.81094248131619
146,6,22,26.595842752742747,69.75802315912586
147,6,23,26.286286755876347,69.69643060902577
148,6,24,27.098578844180583,69.55336056090026
149,6,25,26.086122026621897,69.43640101484327
150,7,1,27.13215937481896,69.84509215391054
151,7,2,27.155890768190556,69.80399994270148
152,7,3,26.854837592132306,69.78017342831514
153,7,4,26.619848510789193,69.73199421508438
154,7,5,27.362855913240974,69.6785136566852
155,7,6,26.969198613446917,69.81565668443822
156,7,7,25.247597863425025,69.78393229737837
157,7,8,25.91912216935184,69.71714098702824
158,7,9,27.640380221774443,69.60932351226633
159,7,10,26.691941502626765,69.5295943795712
160,7,11,27.54220573856796,69.81118182660009
161,7,12,25.74205607299225,69.76048249461385
162,7,13,26.795861973633244,69.65019374478008
163,7,14,27.520822554289712,69.32763551035737
164,7,15,29.868082580274063,68.48376903306188
165,7,16,26.10970220815397,69.80664067548297
166,7,17,26.163821122963885,69.74517505977575
167,7,18,26.658369898960245,69.61923910315419
168,7,19,27.241596355260956,69.23080108859044
169,7,20,54.152240861928966,66.67813907213716
170,7,21,25.945335029362294,69.82253713836771
171,7,22,26.86525481352881,69.78182222801883
172,7,23,26.326735799255733,69.68226298908965
173,7,24,27.04777998969085,69.54494052715468
174,7,25,26.99891981680494,69.41524121095314
175,8,1,26.55533965794372,69.84211535807232
176,8,2,26.53006631115807,69.81050836705278
177,8,3,26.477677889953572,69.77540881832454
178,8,4,25.831779028074497,69.72857790905141
